# version: CHB v1 (standalone) | generated: 2026-06-17 | seed: 42 | input: node-resolved fetal-vs-adult channel + Ca-handling expression by SAN/AVN/vCM; linear TP10K, within-dataset
group,group_label,dataset,n_cells,gene,label,family,mean_tp10k,detect_frac
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,KCNH2,Kv11.1 (IKr),K channel,0.5185,0.2933
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,KCNQ1,Kv7.1 (IKs),K channel,2.7246,0.7157
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,KCNA5,Kv1.5 (IKur),K channel,0.0065,0.0061
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,KCND3,Kv4.3 (Ito),K channel,3.1836,0.7
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,KCNJ2,Kir2.1 (IK1),K channel,0.3901,0.2344
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,KCNJ3,Kir3.1 (IKACh),K channel,1.1162,0.112
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,KCNJ5,Kir3.4 (IKACh),K channel,0.1528,0.0862
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,SCN5A,Nav1.5,Na channel,3.1675,0.6595
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,ATP1A1,Na/K-ATPase a1,Transporter,1.33,0.4814
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,HCN4,HCN4 (If),HCN,0.1246,0.0944
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,HCN1,HCN1 (If),HCN,0.3173,0.0854
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,GJA5,Cx40 (GJA5),Identity,0.0145,0.0119
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,GJC1,Cx45 (GJC1),Identity,0.268,0.1743
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,TBX3,TBX3,Identity,0.293,0.1818
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,SHOX2,SHOX2,Identity,0.0151,0.0127
adult_AVN_work,Adult AVN working,kanemaru_conduction,14507,ISL1,ISL1,Identity,0.0003,0.0002
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,CACNA1C,Cav1.2 (L),Ca channel,61.9098,0.9874
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,CACNA1D,Cav1.3 (L),Ca channel,0.0779,0.0654
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,CACNA1G,Cav3.1 (T),Ca channel,0.01,0.0111
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,CACNA1H,Cav3.2 (T),Ca channel,0.0121,0.0112
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,CACNA1I,Cav3.3 (T),Ca channel,0.0023,0.0021
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,SLC8A1,NCX1,Ca handling,69.6427,0.9897
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,ATP2A2,SERCA2a,Ca handling,10.0524,0.9449
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,RYR2,RyR2,Ca handling,300.5584,0.9981
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,PLN,PLN,Ca handling,10.4836,0.9522
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,CASQ2,CASQ2,Ca handling,3.9206,0.8365
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,ATP2B4,PMCA4,Ca handling,2.2843,0.6519
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,CALM1,CaM1,Ca handling,0.8306,0.426
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,KCNH2,Kv11.1 (IKr),K channel,0.5083,0.3348
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,KCNQ1,Kv7.1 (IKs),K channel,1.6545,0.6407
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,KCNA5,Kv1.5 (IKur),K channel,0.0008,0.0005
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,KCND3,Kv4.3 (Ito),K channel,3.6527,0.8033
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,KCNJ2,Kir2.1 (IK1),K channel,0.4611,0.3092
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,KCNJ3,Kir3.1 (IKACh),K channel,0.308,0.0816
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,KCNJ5,Kir3.4 (IKACh),K channel,0.0539,0.0465
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,SCN5A,Nav1.5,Na channel,2.796,0.7561
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,ATP1A1,Na/K-ATPase a1,Transporter,0.7826,0.3775
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,HCN4,HCN4 (If),HCN,0.0471,0.0417
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,HCN1,HCN1 (If),HCN,0.0311,0.0183
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,GJA5,Cx40 (GJA5),Identity,0.0262,0.0142
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,GJC1,Cx45 (GJC1),Identity,0.2407,0.1695
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,TBX3,TBX3,Identity,0.0529,0.0447
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,SHOX2,SHOX2,Identity,0.0003,0.0003
adult_vCM,Adult vCM (bulk vent.),kanemaru_conduction,32747,ISL1,ISL1,Identity,0.0001,0.0001
sim_fetal_CM,Sim fetal CM,sim2021,19464,CACNA1C,Cav1.2 (L),Ca channel,61.0724,0.988
sim_fetal_CM,Sim fetal CM,sim2021,19464,CACNA1D,Cav1.3 (L),Ca channel,0.6545,0.1746
sim_fetal_CM,Sim fetal CM,sim2021,19464,CACNA1G,Cav3.1 (T),Ca channel,0.0866,0.0688
sim_fetal_CM,Sim fetal CM,sim2021,19464,CACNA1H,Cav3.2 (T),Ca channel,0.0013,0.0018
sim_fetal_CM,Sim fetal CM,sim2021,19464,CACNA1I,Cav3.3 (T),Ca channel,0.0049,0.0046
sim_fetal_CM,Sim fetal CM,sim2021,19464,SLC8A1,NCX1,Ca handling,212.5456,0.9969
sim_fetal_CM,Sim fetal CM,sim2021,19464,ATP2A2,SERCA2a,Ca handling,6.748,0.9617
sim_fetal_CM,Sim fetal CM,sim2021,19464,RYR2,RyR2,Ca handling,94.0316,0.9931
sim_fetal_CM,Sim fetal CM,sim2021,19464,PLN,PLN,Ca handling,5.1029,0.9267
sim_fetal_CM,Sim fetal CM,sim2021,19464,CASQ2,CASQ2,Ca handling,5.1982,0.954
sim_fetal_CM,Sim fetal CM,sim2021,19464,ATP2B4,PMCA4,Ca handling,2.8184,0.8114
sim_fetal_CM,Sim fetal CM,sim2021,19464,CALM1,CaM1,Ca handling,0.4984,0.3625
sim_fetal_CM,Sim fetal CM,sim2021,19464,KCNH2,Kv11.1 (IKr),K channel,0.6838,0.4999
sim_fetal_CM,Sim fetal CM,sim2021,19464,KCNQ1,Kv7.1 (IKs),K channel,2.1639,0.8271
sim_fetal_CM,Sim fetal CM,sim2021,19464,KCNA5,Kv1.5 (IKur),K channel,0.015,0.015
sim_fetal_CM,Sim fetal CM,sim2021,19464,KCND3,Kv4.3 (Ito),K channel,0.6452,0.319
sim_fetal_CM,Sim fetal CM,sim2021,19464,KCNJ2,Kir2.1 (IK1),K channel,0.4513,0.3441
sim_fetal_CM,Sim fetal CM,sim2021,19464,KCNJ3,Kir3.1 (IKACh),K channel,0.42,0.0671
sim_fetal_CM,Sim fetal CM,sim2021,19464,KCNJ5,Kir3.4 (IKACh),K channel,0.2792,0.254
sim_fetal_CM,Sim fetal CM,sim2021,19464,SCN5A,Nav1.5,Na channel,2.9204,0.8201
sim_fetal_CM,Sim fetal CM,sim2021,19464,ATP1A1,Na/K-ATPase a1,Transporter,1.2061,0.6524
sim_fetal_CM,Sim fetal CM,sim2021,19464,HCN4,HCN4 (If),HCN,0.4291,0.3355
sim_fetal_CM,Sim fetal CM,sim2021,19464,HCN1,HCN1 (If),HCN,0.3444,0.1093
sim_fetal_CM,Sim fetal CM,sim2021,19464,GJA5,Cx40 (GJA5),Identity,0.3721,0.2124
sim_fetal_CM,Sim fetal CM,sim2021,19464,GJC1,Cx45 (GJC1),Identity,1.18,0.6228
sim_fetal_CM,Sim fetal CM,sim2021,19464,TBX3,TBX3,Identity,0.0768,0.0651
sim_fetal_CM,Sim fetal CM,sim2021,19464,SHOX2,SHOX2,Identity,0.0202,0.011
sim_fetal_CM,Sim fetal CM,sim2021,19464,ISL1,ISL1,Identity,0.002,0.001
sim_child_CM,Sim child CM,sim2021,5420,CACNA1C,Cav1.2 (L),Ca channel,35.6069,0.8777
sim_child_CM,Sim child CM,sim2021,5420,CACNA1D,Cav1.3 (L),Ca channel,0.1292,0.1017
sim_child_CM,Sim child CM,sim2021,5420,CACNA1G,Cav3.1 (T),Ca channel,0.006,0.005
sim_child_CM,Sim child CM,sim2021,5420,CACNA1H,Cav3.2 (T),Ca channel,0.0659,0.014
sim_child_CM,Sim child CM,sim2021,5420,CACNA1I,Cav3.3 (T),Ca channel,0.0029,0.0054
sim_child_CM,Sim child CM,sim2021,5420,SLC8A1,NCX1,Ca handling,56.453,0.8306
sim_child_CM,Sim child CM,sim2021,5420,ATP2A2,SERCA2a,Ca handling,8.2568,0.7766
sim_child_CM,Sim child CM,sim2021,5420,RYR2,RyR2,Ca handling,129.1204,0.9661
sim_child_CM,Sim child CM,sim2021,5420,PLN,PLN,Ca handling,2.8828,0.6589
sim_child_CM,Sim child CM,sim2021,5420,CASQ2,CASQ2,Ca handling,1.9744,0.6341
sim_child_CM,Sim child CM,sim2021,5420,ATP2B4,PMCA4,Ca handling,2.1205,0.5616
sim_child_CM,Sim child CM,sim2021,5420,CALM1,CaM1,Ca handling,1.0416,0.4494
sim_child_CM,Sim child CM,sim2021,5420,KCNH2,Kv11.1 (IKr),K channel,0.4028,0.3253
sim_child_CM,Sim child CM,sim2021,5420,KCNQ1,Kv7.1 (IKs),K channel,1.7252,0.5959
sim_child_CM,Sim child CM,sim2021,5420,KCNA5,Kv1.5 (IKur),K channel,0.0026,0.0007
sim_child_CM,Sim child CM,sim2021,5420,KCND3,Kv4.3 (Ito),K channel,1.9089,0.5792
sim_child_CM,Sim child CM,sim2021,5420,KCNJ2,Kir2.1 (IK1),K channel,0.4276,0.3336
sim_child_CM,Sim child CM,sim2021,5420,KCNJ3,Kir3.1 (IKACh),K channel,0.1334,0.0245
sim_child_CM,Sim child CM,sim2021,5420,KCNJ5,Kir3.4 (IKACh),K channel,0.0838,0.0946
sim_child_CM,Sim child CM,sim2021,5420,SCN5A,Nav1.5,Na channel,2.1708,0.5904
sim_child_CM,Sim child CM,sim2021,5420,ATP1A1,Na/K-ATPase a1,Transporter,1.5164,0.5625
sim_child_CM,Sim child CM,sim2021,5420,HCN4,HCN4 (If),HCN,0.0875,0.1048
sim_child_CM,Sim child CM,sim2021,5420,HCN1,HCN1 (If),HCN,0.4306,0.1849
sim_child_CM,Sim child CM,sim2021,5420,GJA5,Cx40 (GJA5),Identity,0.4763,0.2391
sim_child_CM,Sim child CM,sim2021,5420,GJC1,Cx45 (GJC1),Identity,0.3802,0.214
sim_child_CM,Sim child CM,sim2021,5420,TBX3,TBX3,Identity,0.1725,0.126
sim_child_CM,Sim child CM,sim2021,5420,SHOX2,SHOX2,Identity,0.0074,0.0013
sim_child_CM,Sim child CM,sim2021,5420,ISL1,ISL1,Identity,0.0,0.0
sim_adult_CM,Sim adult CM,sim2021,2599,CACNA1C,Cav1.2 (L),Ca channel,40.2253,0.9715
sim_adult_CM,Sim adult CM,sim2021,2599,CACNA1D,Cav1.3 (L),Ca channel,0.0911,0.192
sim_adult_CM,Sim adult CM,sim2021,2599,CACNA1G,Cav3.1 (T),Ca channel,0.0101,0.0204
sim_adult_CM,Sim adult CM,sim2021,2599,CACNA1H,Cav3.2 (T),Ca channel,0.0167,0.0177
sim_adult_CM,Sim adult CM,sim2021,2599,CACNA1I,Cav3.3 (T),Ca channel,0.0052,0.0154
sim_adult_CM,Sim adult CM,sim2021,2599,SLC8A1,NCX1,Ca handling,72.1295,0.9754
sim_adult_CM,Sim adult CM,sim2021,2599,ATP2A2,SERCA2a,Ca handling,7.1035,0.9527
sim_adult_CM,Sim adult CM,sim2021,2599,RYR2,RyR2,Ca handling,201.8486,0.9888
sim_adult_CM,Sim adult CM,sim2021,2599,PLN,PLN,Ca handling,3.2856,0.9254
sim_adult_CM,Sim adult CM,sim2021,2599,CASQ2,CASQ2,Ca handling,3.5921,0.9277
sim_adult_CM,Sim adult CM,sim2021,2599,ATP2B4,PMCA4,Ca handling,1.5333,0.758
sim_adult_CM,Sim adult CM,sim2021,2599,CALM1,CaM1,Ca handling,0.798,0.6783
sim_adult_CM,Sim adult CM,sim2021,2599,KCNH2,Kv11.1 (IKr),K channel,0.5688,0.6225
sim_adult_CM,Sim adult CM,sim2021,2599,KCNQ1,Kv7.1 (IKs),K channel,1.5791,0.8288
sim_adult_CM,Sim adult CM,sim2021,2599,KCNA5,Kv1.5 (IKur),K channel,0.0012,0.0027
sim_adult_CM,Sim adult CM,sim2021,2599,KCND3,Kv4.3 (Ito),K channel,3.2235,0.8884
sim_adult_CM,Sim adult CM,sim2021,2599,KCNJ2,Kir2.1 (IK1),K channel,0.5728,0.6037
sim_adult_CM,Sim adult CM,sim2021,2599,KCNJ3,Kir3.1 (IKACh),K channel,0.4757,0.1231
sim_adult_CM,Sim adult CM,sim2021,2599,KCNJ5,Kir3.4 (IKACh),K channel,0.147,0.2382
sim_adult_CM,Sim adult CM,sim2021,2599,SCN5A,Nav1.5,Na channel,3.9173,0.9096
sim_adult_CM,Sim adult CM,sim2021,2599,ATP1A1,Na/K-ATPase a1,Transporter,1.3249,0.803
sim_adult_CM,Sim adult CM,sim2021,2599,HCN4,HCN4 (If),HCN,0.0796,0.1447
sim_adult_CM,Sim adult CM,sim2021,2599,HCN1,HCN1 (If),HCN,0.1542,0.1974
sim_adult_CM,Sim adult CM,sim2021,2599,GJA5,Cx40 (GJA5),Identity,0.1613,0.1558
sim_adult_CM,Sim adult CM,sim2021,2599,GJC1,Cx45 (GJC1),Identity,0.2666,0.3497
sim_adult_CM,Sim adult CM,sim2021,2599,TBX3,TBX3,Identity,0.1448,0.227
sim_adult_CM,Sim adult CM,sim2021,2599,SHOX2,SHOX2,Identity,0.0002,0.0004
sim_adult_CM,Sim adult CM,sim2021,2599,ISL1,ISL1,Identity,0.0,0.0
